;naam;straatnaam;nummeraanduiding;postcode;plaatsnaam;GEMEENTENUMMER;GEMEENTENAAM;DENOMINATIE;TELEFOONNUMMER;INTERNETADRES
BevoegdGezag;Naam;Straatnaam;Adres;Adres;Adres;Adres;Adres;BevoegdGezag;BevoegdGezag;BevoegdGezag
46060;Ver. Instandh. Scholen Bijbel;Dorpsstraat;13;2973 AB;MOLENAARSGRAAF;1927;MOLENWAARD;Protestants-Christelijk;184641480;www.cbsdebronmolenaarsgraaf.nl
46152;Ver Verstr Kleuter & Bo;Voorne;6;8302 NN;EMMELOORD;171;NOORDOOSTPOLDER;Reformatorisch;527620911;                                                                                
46243;Sticht. Nutsschool Voorschoten;Elstlaan;6;2252 LC;VOORSCHOTEN;626;VOORSCHOTEN;Algemeen bijzonder;715614097;www.nutsbasisschool.nl
46385;S K O B A;Bomkade;16 -18;3311 JD;DORDRECHT;505;DORDRECHT;Rooms-Katholiek;786326200;www.skoba.nl
46463;Vereniging Chr Bo Tynje;Master Roordawei;1;8406 ES;TIJNJE;86;OPSTERLAND;Protestants-Christelijk;513571620;                                                                                
46697;Ver. vrstr. Cbo/rm gs Boazsch.;Valkenburgstraat;10;4365 AC;MELISKERKE;717;VEERE;Reformatorisch;118561649;www.boazschool.nl
46723;Stg. R'damse Schoolvereniging;Schiedamsesingel;155;3012 BB;ROTTERDAM;599;ROTTERDAM;Algemeen bijzonder;104138999;                                                                                
46724;Stg. LIMA Kath. Prim. Onderw.;Varsseveldseweg;47;7131 BH;LICHTENVOORDE;1586;OOST GELRE;Rooms-Katholiek;544372952;www.stichtinglima.nl
46776;Ver. Chr. Sch.onderw. Vreeland;Niftarlakelaan;7;3633 CA;VREELAND;1904;STICHTSE VECHT;Protestants-Christelijk;294233395;www.csvridderhof.nl
46879;Sticht. 'Het Rijnlands Lyceum';Backershagenlaan;3;2243 AB;WASSENAAR;629;WASSENAAR;Algemeen bijzonder;715730910;www.rijnlandslyceum.nl
47100;Stichting Sint Josephscholen;Kelfkensbos;38;6511 TB;NIJMEGEN;268;NIJMEGEN;Rooms-Katholiek;243818283;www.josephscholen.nl
47322;Sticht. K.B.O. Haarlem-Schoten;Rijksstraatweg;229-A;2024 DG;HAARLEM;392;HAARLEM;Rooms-Katholiek;235392608;www.haarlemschoten.nl
47438;Ver. Scholen md Bijbel De Valk;Hoge Valkseweg;37;6741 GK;LUNTEREN;228;EDE;Protestants-Christelijk;318461889;                                                                                
47595;Stg. PC Basis-/Orthop. Onderw.;Elzendaal;15;3075 LS;ROTTERDAM;599;ROTTERDAM;Protestants-Christelijk;104191300;www.pcbo.nl
47659;Stg. Kath. Bas.onderw. Borculo;Hoflaan;4;7271 BR;BORCULO;1859;BERKELLAND;Rooms-Katholiek;545272573;www.jorisschool.nl
47685;Ver. St. Scholen met de Bijbel;Ruitenbeekweg;111;6741 HB;LUNTEREN;228;EDE;Protestants-Christelijk;342417222;www.ruitenbeekschool.nl
47867;Ver. Ond. op Reform. Grondsl.;Prof. Waterinklaan;43;3312 KM;DORDRECHT;505;DORDRECHT;Reformatorisch;786511724;www.vcorg.nl
47920;Sticht. Dynamiek Scholengroep;Expeditiestraat;3-a;5961 PX;HORST;1507;HORST AAN DE MAAS;Samenwerking Opb., RK;774678020;www.dynamiek.nu
47932;Ver. tot Verstrek. Bas.onderw.;Kerkplein;2-a;5317 JT;NEDERHEMERT;297;ZALTBOMMEL;Reformatorisch;418552280;www.wegwijzernederhemert.nl
47945;Schoolbestuur L&E;Prinses Beatrixstraat;2;9982 GD;UITHUIZERMEEDEN;1651;EEMSMOND;Algemeen bijzonder;595424955;www.lauwerseneems.nl
47959;Stichting Prisma;John F. Kennedylaan;8;5981 XC;PANNINGEN;1894;PEEL EN MAAS;Rooms-Katholiek;773079748;www.prisma-spo.nl
48101;Stichting Xpect Primair;J Asselbergsweg;38;5026 RR;TILBURG;855;TILBURG;Rooms-Katholiek;134648230;www.xpectprimair.nl
48257;Ver. Bas.ond. Ref. Grondslag;Gardenierhof;31;4471 CN;WOLPHAARTSDIJK;664;GOES;Protestants-Christelijk;113581124;                                                                                
48270;Ver. Dr. Lammerts Buerenschool;H. Piersonstraat;23;6671 CK;ZETTEN;1734;OVERBETUWE;Protestants-Christelijk;488451569;www.lvbueren.nl
48348;Optimus;Molenstraat;19;5431 BW;CUIJK;1684;CUIJK;Rooms-Katholiek;485318910;www.optimusonderwijs.nl
48622;Stg. de Amsterdamse Mont.sch.;Willem Witsenstraat;14;1077 AZ;AMSTERDAM;363;AMSTERDAM;Algemeen bijzonder;203057878;www.de-ams.nl
48686;Ver. voor G.P.O. Eben Ha‰zer;Foareker;54;9247 AC;URETERP;86;OPSTERLAND;Gereformeerd vrijgemaakt;512302352;www.gbsureterp.nl
48933;Sch Best J Calvijnschool;Holkenkamp;99;8321 AZ;URK;184;URK;Reformatorisch;527688349;                                                                                
49180;Utrechtse Schoolvereniging;Frans Halsstraat;22-A;3583 BP;UTRECHT;344;UTRECHT;Algemeen bijzonder;302511435;www.usvschool.nl
49610;Stg. de Vrije School Brabant;Nuenenseweg;6;5631 KB;EINDHOVEN;772;EINDHOVEN;Antroposofisch;134609999;www.spildesterren.nl
49844;Stg Instandhouding Scholen;Holkenkamp;99;8321 AZ;URK;184;URK;Reformatorisch;527688349;                                                                                
49960;Ver. voor Gereform. Onderwijs;Flevolaan;9-1 hg;3752 DA;BUNSCHOTEN-SPAKENBURG;313;BUNSCHOTEN;Gereformeerd vrijgemaakt;332981383;www.vvgo.nl
50104;Ver. Basisond. te Ureterp;Foareker;21;9247 AA;URETERP;86;OPSTERLAND;Protestants-Christelijk;512301771;www.deopdracht.nl
50129;Stichting Essentius;St Lidwinastraat;1;7075 AK;ETTEN GLD;1509;OUDE IJSSELSTREEK;Rooms-Katholiek;315617013;www.essentius.nl
50195;Stg. voor Prot. Chr. BO Meppel;Blankenstein;230 -2a;7943 PG;MEPPEL;119;MEPPEL;Protestants-Christelijk;522247136;www.pcbomeppel.nl
50299;Stg. Onderw. Geref. Grondslag;Bouwmeesterstraat;43-a;7671 CA;VRIEZENVEEN;1700;TWENTERAND;Reformatorisch;546562146;                                                                                
50819;Meerderweert, Stg. Pr. Onderw.;Beatrixlaan;1;6006 AH;WEERT;988;WEERT;Rooms-Katholiek;495750250;www.meerderweert.nl
50844;Stichting PO Achterhoek 'PRO8';Lohmanlaan;23;7003 DJ;DOETINCHEM;222;DOETINCHEM;Samenwerking RK, Alg. Bijz.;314362406;www.pro8.nu
50949;Stichting TOF Onderwijs;Bruno van Ommenstraat;34-a;7651 BS;TUBBERGEN;183;TUBBERGEN;Samenwerking PC, RK, Alg. Bijz;546745010;www.tofonderwijs.nl
50988;Ver Chr BO op Ref GRSL;Tapperstraat;1;4204 TR;GORINCHEM;512;GORINCHEM;Reformatorisch;183621645;www.koelmangorinchem.nl
52131;Scholensticht. Pastoor Ari‰ns;Duivenkamp;549;3607 BL;MAARSSEN;1904;STICHTSE VECHT;Rooms-Katholiek;645102305;www.scholenstichtingpastoorariens.nl
52274;SCPO Noordoostpolder;Distelstraat;1;8302 BX;EMMELOORD;171;NOORDOOSTPOLDER;Protestants-Christelijk;527261263;www.scpo-nop.nl
52340;Stg. Kathol. Onderw. Babberich;Babborgaplein;3-B;6909 DW;BABBERICH;299;ZEVENAAR;Rooms-Katholiek;316247226;www.sintfranciscus.nl
53015;Vereniging Rehoboth;Vlaak;14;8321 RV;URK;184;URK;Protestants-Christelijk;527686973;www.rehoboth.nu
53197;Stichting De Hoeksteen;H. Kamerlingh Onnesweg;74;1402 EK;BUSSUM;381;BUSSUM;Rooms-Katholiek;356260575;                                                                                
53210;Stg. R.K. Onderwijs Naarden;Johan Willem Frisolaan;33;1412 AG;NAARDEN;425;NAARDEN;Rooms-Katholiek;356941387;                                                                                
53262;Ver. Schol. m.d. Bijb. te Veen;Hubertus Schreudershof;34;4264 RG;VEEN;738;AALBURG;Protestants-Christelijk;416691350;www.oranjenassauschool-veen.nl
53406;Stg. Onderw. St. Willibrordus;Hoofdstraat;152;6674 BE;HERVELD;1734;OVERBETUWE;Rooms-Katholiek;488452976;                                                                                
53444;Stg. Kath. Onderw. Bussum e.o.;Sint Vitusstraat;2;1404 HS;BUSSUM;381;BUSSUM;Rooms-Katholiek;356939582;www.stvitusschool.nl
53730;Stg. Best. RK Sch. Schalkhaar;Pastoorsdijk;9;7433 DK;SCHALKHAAR;150;DEVENTER;Rooms-Katholiek;570621922;www.nicolaasschool.net
53860;Stg. KOC/KBS Bisschop Bekkers;Siriusstraat;1;9742 KT;GRONINGEN;14;GRONINGEN;Rooms-Katholiek;505779506;www.kocgroningen.nl
55238;Stichting Sarkon;Drs. F. Bijlweg;5;1784 MC;DEN HELDER;400;DEN HELDER;Rooms-Katholiek;223672150;www.sarkon.nl
55303;Stichting K.P.O. Etten-Leur;Lange Brugstraat;23;4871 CL;ETTEN-LEUR;777;ETTEN-LEUR;Rooms-Katholiek;765030260;www.skpoel.net
57266;SCOL;Marienpoelstraat;4;2334 CZ;LEIDEN;546;LEIDEN;Rooms-Katholiek;715175551;www.scoleiden.nl
57969;Ver.  Chr. Ond. Ref. Grondslag;Jac.P. Thijssestraat;30;2771 HT;BOSKOOP;499;BOSKOOP;Reformatorisch;172214881;www.ehsboskoop.nl
58332;A'dams Stg.Kathol. Bas.onderw.;Kalfjeslaan;380;1081 JA;AMSTERDAM;363;AMSTERDAM;Rooms-Katholiek;203013888;www.askobk.nl
58761;Stg. Kathol. Onderw. Enschede;Vlierstraat;79;7544 GG;ENSCHEDE;153;ENSCHEDE;Samenwerking PC, RK;534349400;www.skoe.nl
58826;Schoolvereniging Peetersschool;Richard Holstraat;8;1071 SM;AMSTERDAM;363;AMSTERDAM;Rooms-Katholiek;206625997;www.peetersschool.nl
59451;Stg. Basisschool De Ridderslag;Ridder van Catsweg;256-a;2805 BC;GOUDA;513;GOUDA;Antroposofisch;182537515;www.ridderslag.nl
59516;Chr. Onderw. Reform. Grondslag;Bloemengaard;69;3941 TB;DOORN;1581;UTRECHTSE HEUVELRUG;Reformatorisch;343415108;                                                                                
59555;Ver. PC Bas.ond. Albrandswaard;Achterweg;11-a;3171 EA;POORTUGAAL;613;ALBRANDSWAARD;Protestants-Christelijk;105069039;www.vpcbo-albrandswaard.nl
59750;Stg. ter bev. van het n.b.o.;Westhavenplaats;21;3131 BT;VLAARDINGEN;622;VLAARDINGEN;Algemeen bijzonder;104551050;www.stichtingwijzer.com
59867;Stichting Jenaplanscholen;Televisiebaan;106;3402 VH;IJSSELSTEIN UT;353;IJSSELSTEIN;Algemeen bijzonder;306883700;www.deoverkant.nl
59919;Stg. Vrije School Driebergen;Faunalaan;250;3972 PS;DRIEBERGEN-RIJSENBURG;1581;UTRECHTSE HEUVELRUG;Antroposofisch;343513856;www.vsdriebergen.nl
59984;Stichting Vrije School Breda;Minckelersstraat;27;4816 AD;BREDA;758;BREDA;Antroposofisch;765810176;www.vrijeschoolbreda.nl
60049;Vereniging voor CBO Trhiade;Grote Molen;23;2665 MC;BLEISWIJK;1621;LANSINGERLAND;Protestants-Christelijk;184412507;                                                                                
60061;Stg. Schol. Par. H. Bernadette;Dahliastraat;2;5701 ET;HELMOND;794;HELMOND;Rooms-Katholiek;492523775;www.silvester-bernadette.nl
60166;Schoolverenig. De Krommen Hoek;Doormanlaan;1;5694 EA;SON EN BREUGEL;848;SON EN BREUGEL;Algemeen bijzonder;499471696;www.bskrommenhoek.nl
60204;Sticht. Kathol. Onderw. Haaren;Kastanjelaan;15;5268 CA;HELVOIRT;788;HAAREN;Rooms-Katholiek;411645295;www.skoh-haaren.nl
60231;Stg.: Schoolstg. de Driehoek;Vr Machteldweg;1;3233 TV;OOSTVOORNE;614;WESTVOORNE;Algemeen bijzonder;181482415;                                                                                
60322;Ver.Chr. Onderw. Ref. grondsl.;Joost Wiersmaweg;22;9258 CD;JISTRUM;737;TYTSJERKSTERADIEL;Reformatorisch;512471996;                                                                                
60439;Ver. Prot.-Chr. Basisonderwijs;De Blink;1;8701 LV;BOLSWARD;1900;SUDWEST-FRYSLAN;Protestants-Christelijk;515572053;www.debronbolsward.nl
60673;Ver. Verstr. BO Ger. Grondslag;Delkant;4;5311 CJ;GAMEREN;297;ZALTBOMMEL;Protestants-Christelijk;418561899;www.schoolgameren.nl
60686;Stg. Samenw.sch. Kranenburg eo;Eikenlaan;22;7251 LT;VORDEN;1876;BRONCKHORST;Algemeen bijzonder;575556652;www.dekraanvogel-vorden.nl
60790;Ver. Geref. Onderwijs M. Brab.;Van Lumeystraat;1;5684 CH;BEST;753;BEST;Protestants-Christelijk;135420503;www.immanuel.nl
60803;Stg Verstr Ond Reform Grondsl;Bloemstraat;107;8096 VN;OLDEBROEK;269;OLDEBROEK;Reformatorisch;525631787;www.ebenhaezerschool.info
60829;V.P.C.O. Alteveer/Kerkenveld;Nieuwstraat;17;7927 PJ;ALTEVEER GEM DE WOLDEN;1690;DE WOLDEN;Protestants-Christelijk;528361622;www.wegwijzeralteveer.nl
60985;SCPO Lelystad;Meentweg;14-A;8224 BP;LELYSTAD;995;LELYSTAD;Protestants-Christelijk;320767600;www.scpo-lelystad.nl
60997;Stg. Alkmaarse Kath. Scholen;Helderseweg;14;1815 AB;ALKMAAR;361;ALKMAAR;Rooms-Katholiek;725403044;www.saks.nl
60998;Stg. Oecum. Basisond. Doesburg;Zanderskamp;93;6983 CG;DOESBURG;221;DOESBURG;Algemeen bijzonder;313843551;www.bsdeark.nl
61284;Stg. Prim. Onderw. De Liemers;Voltastraat;21;6902 PT;ZEVENAAR;299;ZEVENAAR;Samenwerking Opb., PC, RK;316295668;www.spodeliemers.nl
61517;Stg. Kath. Pr. Ond. Nieuwegein;Prins Hendriklaan;27;3433 EH;NIEUWEGEIN;356;NIEUWEGEIN;Rooms-Katholiek;302626229;www.skpon.nl
61661;Ned. Geref. Schoolvereniging;Wederiklaan;1;8265 DA;KAMPEN;166;KAMPEN;Protestants-Christelijk;383321581;                                                                                
61712;Ver. Basisonderw. te Glimmen;Nieuwe Schoolweg;6;9756 BB;GLIMMEN;17;HAREN;Protestants-Christelijk;504062290;                                                                                
61751;Stg. Chr.Onderw. Twenterand eo;Schoolstraat;5;7671 GG;VRIEZENVEEN;1700;TWENTERAND;Protestants-Christelijk;546578962;www.sco-t.nl
61752;Stg. Vrije School Amstelveen;Lindenlaan;317;1185 LM;AMSTELVEEN;362;AMSTELVEEN;Antroposofisch;206438556;www.vrijeschoolparcival.nl
61829;Ver. Chr. Onderw. Haren/Onnen;Wederikweg;19;9753 AA;HAREN GN;17;HAREN;Protestants-Christelijk;505348190;www.cbsdeborg.nl
61960;Sticht. de Vrije School Widar;de Meesterstraat;2;2613 XB;DELFT;503;DELFT;Antroposofisch;152130330;www.vswidar.nl
62571;Ver. Opr. School met de Bijbel;Wijkstraat;4;7695 TJ;BRUCHTERVELD;160;HARDENBERG;Protestants-Christelijk;523231210;www.cbsdewiekslag.nl
62584;Stg. 'De Vrije School Almere';Lierstraat;7;1312 JZ;ALMERE;34;ALMERE;Antroposofisch;324034043;                                                                                
62662;Stg. Pr. Chr. Onderw. Utrecht;Kaap Hoorndreef;66;3563 AW;UTRECHT;344;UTRECHT;Protestants-Christelijk;302723123;www.pcou.nl
62778;'Stg. Kath. Onderw. Maasland';Meester Postlaan;5;3155 BM;MAASLAND;1842;MIDDEN-DELFLAND;Rooms-Katholiek;105917116;www.aloysiusmaasland.nl
62818;Schoolver. v. B.o. Wageningen;Roghorst;94;6708 KP;WAGENINGEN;289;WAGENINGEN;Algemeen bijzonder;317415046;www.piekschool.nl
63039;'t Blokhuus;Frans Tromplaan;49;3871 EM;HOEVELAKEN;267;NIJKERK;Algemeen bijzonder;332534850;www.blokhuus.nl
63091;Ver. Basisond. te Notter-Zuna;Klokkendijk;16;7467 PD;NOTTER;189;WIERDEN;Protestants-Christelijk;548518988;www.notter-zuna.nl
64169;K. Stg. v. Onderw. Oude Tonge;Julianastraat;13;3255 BG;OUDE-TONGE;1924;GOEREE-OVERFLAKKEE;Rooms-Katholiek;187642181;www.kbsnobelaer.nl
65287;Dr. Schaepmanstichting;Enschedesestraat;68;7551 EP;HENGELO OV;164;HENGELO;Rooms-Katholiek;742424545;www.drschaepmanstichting.nl
65430;Stg. Kath. Onderwijs Soest;Nijverheidsweg;13;3762 EP;SOEST;342;SOEST;Rooms-Katholiek;356211530;www.skoss.nl
65768;Stg. Kath. Onderw. Achterveld;Walter van Amersfoortstr;38;3791 AR;ACHTERVELD;327;LEUSDEN;Rooms-Katholiek;342451956;www.jozefachterveld.nl
68329;Stg. Kathol. Onderw. Wassenaar;Thorbeckestraat;37;2241 KR;WASSENAAR;629;WASSENAAR;Rooms-Katholiek;705114425;                                                                                
68836;Stg. Kath. Onderw. Twenterand;Molenstraat;122;7622 NG;BORNE;147;BORNE;Rooms-Katholiek;547385810;www.sko-twenterand.nl
69447;Het Sticht;Laan van Vollenhove;3045;3706 AL;ZEIST;355;ZEIST;Rooms-Katholiek;306939464;www.hetsticht.nl
69539;Stg. Pr. Chr. Onderw. E.-Leur;Slagveld;55;4871 ND;ETTEN-LEUR;777;ETTEN-LEUR;Protestants-Christelijk;765011025;www.tkofschip.webs.com
69643;Ver. Reformatorisch Onderwijs;De Schans;9;3351 RV;PAPENDRECHT;590;PAPENDRECHT;Reformatorisch;786153001;                                                                                
69669;Ver. v. Chr. Onderw. Groningen;Eenrumermaar;4;9735 AD;GRONINGEN;14;GRONINGEN;Protestants-Christelijk;505713735;www.vcog.nl
69799;Kath Stg Willibrordus;Frans Halsstraat;2;3262 HG;OUD-BEIJERLAND;584;OUD-BEIJERLAND;Rooms-Katholiek;186613456;www.willibrordusschool.com
69864;Ver. v. Prot.-Chr. Bas.onderw.;Foarwurk;12;9248 SM;SIEGERSWOUDE;86;OPSTERLAND;Protestants-Christelijk;516541354;www.de-foarikker.nl
69877;Ver. Pr. Chr. Onderwijs H'veen;Stoekeplein;8-a;7902 HM;HOOGEVEEN;118;HOOGEVEEN;Protestants-Christelijk;528234494;www.pricoh.nl
70002;Stg. Kath. Sch. West. Weidegb.;Paardebloemweide;38;3448 TL;WOERDEN;632;WOERDEN;Rooms-Katholiek;348417743;www.sksww.nl
70033;Ver. Alg. Onderw. Kockengen eo;Koningin Julianaweg;1;3628 BN;KOCKENGEN;1904;STICHTSE VECHT;Algemeen bijzonder;346241773;www.kockenest.nl
70085;Stg. Herv. Scholen v. Bas.ond.;Vondellaan;4;3906 EA;VEENENDAAL;345;VEENENDAAL;Protestants-Christelijk;318543210;www.shsveenendaal.nl
70176;Stg. Christ. Onderw. Haaglndn;Laan van Meerdervoort;70;2517 AN;'S-GRAVENHAGE;518;S GRAVENHAGE;Protestants-Christelijk;703118787;www.scoh.nl
70280;Ver. v. Prot.-Chr. Basisond.;Berkenlaan;1;3471 CG;KAMERIK;632;WOERDEN;Protestants-Christelijk;348402656;                                                                                
70358;St Verstr. CO op GGU Ger. Goes;Zuidvlietstraat;140;4461 HB;GOES;664;GOES;Protestants-Christelijk;113211984;                                                                                
70644;R.K. Ondw.stg. Giesbeek-Lathum;Kerkstraat;68;6987 AD;GIESBEEK;299;ZEVENAAR;Rooms-Katholiek;313631273;www.paulusschool-giesbeek.nl
70891;Ver. Stg. Inst.houd. De Bijbel;Oranjestraat;1-a;5308 JW;AALST GLD;297;ZALTBOMMEL;Protestants-Christelijk;418671666;www.school-deburcht.nl
71008;Stichting Leerrijk!;Prof. Eykmanweg;7-b;5144 ND;WAALWIJK;867;WAALWIJK;Rooms-Katholiek;416320768;www.leerrijk.nl
71242;Deventer Leerschool;Brinkpoortstraat;7;7411 HR;DEVENTER;150;DEVENTER;Algemeen bijzonder;570616801;                                                                                
71346;Ver. Jenaplan Ond. Woerd. e.o.;Jan Steenstraat;102;3443 GZ;WOERDEN;632;WOERDEN;Algemeen bijzonder;348414691;www.dekring.nl
71463;Vereniging 'De Opbouw';Burg Praamsmalaan;34;8701 AP;BOLSWARD;1900;SUDWEST-FRYSLAN;Algemeen bijzonder;515575856;jenaplanschooldeopbouw.nl
71488;Stg. Kath. Prim. Ond. A'foort;Matthias Withoosstraat;34;3812 ST;AMERSFOORT;307;AMERSFOORT;Rooms-Katholiek;332570645;www.kpoa.nl
71502;Stg. voor Freinetonderw. Utr.;Kruisdwarsstraat;6;3581 GL;UTRECHT;344;UTRECHT;Algemeen bijzonder;302317488;www.nieuweregentesseschool.nl
71515;Ver. St./I.h. School md Bijbel;Nieuwstraat;9;3474 JL;ZEGVELD;632;WOERDEN;Protestants-Christelijk;348691466;                                                                                
71749;Sticht. Prim. Onderw. Peelraam;Dorpsstraat;11;5446 AM;WANROIJ;1702;SINT ANTHONIS;Rooms-Katholiek;485471811;www.peelraam.nl
71956;Stg. Kath./Prot. Ond. De Linge;Polseweg;13;6851 DA;HUISSEN;1705;LINGEWAARD;Rooms-Katholiek;263179930;www.delinge.nl
72021;SKBO Bergen;Kasteellaan;23;5855 AD;WELL LB;893;BERGEN LB;Rooms-Katholiek;478851756;www.skbobergen.nl
72087;Co”peratie De Vrije School UA;Hieronymusplantsoen;3;3512 KV;UTRECHT;344;UTRECHT;Antroposofisch;302319209;www.vrijeschoolutrecht.nl
72100;Ver. Willem de Zwijgerschool;Gentsestraat;124;2587 HZ;'S-GRAVENHAGE;518;S GRAVENHAGE;Protestants-Christelijk;703557484;www.wdzscheveningen.nl
72242;Stg. R.K. Onderwijs Aerdenhout;Teding van Berkhoutlaan;20;2111 ZC;AERDENHOUT;377;BLOEMENDAAL;Rooms-Katholiek;235240508;www.antoniusschool.com
72386;Ver. Stg./Ih Scholen md Bijbel;Pieter Biggestraat;11;3257 AR;OOLTGENSPLAAT;1924;GOEREE-OVERFLAKKEE;Protestants-Christelijk;187631485;www.hoeksteen-ooltgensplaat.nl
72554;Stg. R.K. Prim. Ond. Culemborg;Irene Vorrinkstraat;19;4105 JA;CULEMBORG;216;CULEMBORG;Rooms-Katholiek;345532202;www.rk-schoolbestuur.nl
72568;Ver. Reform. ond. Scherpenisse;Watertorenstraat;10;4694 AZ;SCHERPENISSE;716;THOLEN;Reformatorisch;166662471;www.gvpschool-scherpenisse.nl
72750;Ver. Jenaplanschool Gorkum;Traverse;18;4207 GG;GORINCHEM;512;GORINCHEM;Algemeen bijzonder;183626349;www.jenaplangorkum.nl
72853;Stg. Kathol. Onderw. Volendam;Heideweg;2;1132 DB;VOLENDAM;385;EDAM-VOLENDAM;Rooms-Katholiek;299399290;www.deskov.nl
73191;Stichting Nuwelijn;Pastoor Gillisstraat;145-A;5121 CD;RIJEN;784;GILZE EN RIJEN;Rooms-Katholiek;161232154;www.nuwelijn.nl
73283;R.K. Stichting De Goede Herder;Montgolfierstraat;71;5703 EB;HELMOND;794;HELMOND;Rooms-Katholiek;492599745;www.bs-goedeherder.nl
73556;Stichting Sint Albertus;Dorpsstraat;28;5298 CB;LIEMPDE;757;BOXTEL;Rooms-Katholiek;411637040;www.oversteekliempde.nl
73712;SKIPOV;Stadhuisplein;98;5461 KS;VEGHEL;860;VEGHEL;Rooms-Katholiek;413310790;www.skipov.nl
73724;Nicolaas-Stichting;Beatrixlaan;1;9752 LN;HAREN GN;17;HAREN;Rooms-Katholiek;505346750;www.sintnicolaasschool.nl
73919;Stichting Flore;W.M. Dudokweg;47;1703 DA;HEERHUGOWAARD;398;HEERHUGOWAARD;Interconfessioneel;725660200;www.stichtingflore.nl
73932;Stg. Kathol. Onderwijs Borsele;Kolaardsweg;1;4441 TP;OVEZANDE;654;BORSELE;Rooms-Katholiek;113350877;www.skobscholen.nl
74024;Ver voor Chr Onderwijs;Oude Ban;14;4285 TH;WOUDRICHEM;874;WOUDRICHEM;Protestants-Christelijk;183309332;                                                                                
74049;Stichting Signum;Berlicumseweg;8-G;5248 NT;ROSMALEN;796;S HERTOGENBOSCH;Rooms-Katholiek;738507850;www.signumonderwijs.nl
74154;Stg. Kath. Prim. Ond. R'daal;Rector Hellemonsstraat;1-b;4702 RG;ROOSENDAAL;1674;ROOSENDAAL;Rooms-Katholiek;165567761;www.kporoosendaal.nl
74426;Stg. R. Kath. Onderwijs Huizen;Aristoteleslaan;135;1277 AV;HUIZEN;406;HUIZEN;Rooms-Katholiek;356260575;                                                                                
74466;Ver. voor P-C B.O. Schipluiden;Sint Maartensregtplein;15;2636 GC;SCHIPLUIDEN;1842;MIDDEN-DELFLAND;Protestants-Christelijk;153808696;www.cbsdeark.nl
74492;Ver. v. Prot.-Christ. Onderw.;Herenweg;4;2242 ES;WASSENAAR;629;WASSENAAR;Protestants-Christelijk;705114223;www.herenwegschool.nl
74531;Stg. Kind en Onderw. Rotterdam;Crooswijksesingel;18;3034 CH;ROTTERDAM;599;ROTTERDAM;Protestants-Christelijk;104125101;www.kindenonderwijsrotterdam.nl
74609;Ver. Basisonderw. GG Berkenw.;Prins Clausstraat;1;2825 BG;BERKENWOUDE;491;BERGAMBACHT;Protestants-Christelijk;182362589;www.cbsberkenwoude.nl
74868;Stg. Kath. Bas.ond. Meijel;Kerkstraat;7;5768 BH;MEIJEL;1894;PEEL EN MAAS;Rooms-Katholiek;774669210;www.dendoelhof.nl
74907;Stg. RKS Heil. Ant. van Padua;Chopinstraat;2;6566 DV;MILLINGEN AAN DE RIJN;265;MILLINGEN AAN DE RIJN;Rooms-Katholiek;481431596;www.martinusschoolmillingen.nl
74973;Ver. Prot.-Chr. B.O. Sleeuwijk;Tienhont;7;4254 CL;SLEEUWIJK;870;WERKENDAM;Protestants-Christelijk;183309028;www.morgenster-sleeuwijk.nl
75064;Ver. St./Inst.houd. SmdB Bo GG;Margrietweg;6;3253 BM;OUDDORP ZH;1924;GOEREE-OVERFLAKKEE;Protestants-Christelijk;187682306;www.smdbkoninginbeatrix.nl
75206;Stg. Kath. Scholen Oegstgeest;Rembrandt van Rijnlaan;26;2343 SR;OEGSTGEEST;579;OEGSTGEEST;Rooms-Katholiek;715177211;www.jenaplandekring.nl
75219;Stg. Kathol. Onderw. NO Twente;Ootmarsumsestraat;21;7591 EN;DENEKAMP;1774;DINKELLAND;Rooms-Katholiek;541351769;www.konot.nl
75375;Stg. Kathol. Onderwijs De Gouw;Kerkstraat;79;1687 AM;WOGNUM;420;MEDEMBLIK;Rooms-Katholiek;229544810;www.skodegouw.nl
75388;Stg. Kathol. Bas.onderw. Oss;Nieuwe Hescheweg;11;5342 EB;OSS;828;OSS;Rooms-Katholiek;412691615;www.skbo.nl
75531;Stg. Kathol. Onderw. Pijnacker;Meidoornlaan;2;2641 CB;PIJNACKER;1926;PIJNACKER-NOOTDORP;Rooms-Katholiek;153694066;www.skoppijnacker.nl
75597;Kerobei, Stg. v. K/OPO Beesel;Spoorstraat;38;5911 KJ;VENLO;983;VENLO;Samenwerking Opb., RK;773968888;www.kerobei.nl
75688;Ver. Ond. op Algem. Grondslag;St.-Michaelstraat;30;5421 NK;GEMERT;1652;GEMERT-BAKEL;Algemeen bijzonder;492364404;www.pandelaar.gemert.kennisnet.nl
75753;St. Proceon Prot.Chr.Ond. Gooi;Nieuwe Havenweg;53;1216 BL;HILVERSUM;402;HILVERSUM;Protestants-Christelijk;356852320;www.proceon.nl
75934;Stg. Kath. Onderw. Rijsbergen;Sint Bavostraat;5;4891 CG;RIJSBERGEN;879;ZUNDERT;Rooms-Katholiek;765722600;                                                                                
75974;Herv. Sch.Ver. Gr.sl. Elspeet;Van Slotenerf;30;8075 CT;ELSPEET;302;NUNSPEET;Protestants-Christelijk;577492039;                                                                                
76585;Stg. de Vr. School Zeeland;Willem Arondeusstraat;59;4333 DD;MIDDELBURG;687;MIDDELBURG;Antroposofisch;118612102;www.vsz.nl
